AccX,AccY,AccZ,anomaly probability,safe probability
-9.7827,1.1971,0.6081,0.0008751890018614539,0.9991248109981385
-9.4451,0.3472,-0.2538,0.0014573807522152427,0.9985426192477848
-9.7492,0.2777,0.0239,0.0014600426149871115,0.9985399573850129
-9.7612,0.9864,0.249,0.0010656594125686425,0.9989343405874314
-9.7636,1.0199,0.4501,0.0009847915375671423,0.9990152084624329
-9.7085,1.7334,0.577,0.0007581569223851226,0.9992418430776149
-0.158,0.0479,-0.0551,0.03196105770406166,0.9680389422959383
-6.2201,1.0032,0.1532,0.003553030021375525,0.9964469699786245
-7.9727,4.2713,-1.4365,0.0004343946351790251,0.999565605364821
-9.6798,2.2793,-2.0542,0.00038880013328923546,0.9996111998667108
-9.5146,3.043,-1.5634,0.00037509488722020645,0.9996249051127798
-9.7229,2.4565,-1.233,0.0004749831733643628,0.9995250168266356
-9.6726,2.4636,-1.2785,0.00047461928126157904,0.9995253807187384
-9.6558,2.5881,-1.1947,0.00047085495540222233,0.9995291450445978
-9.6845,3.2489,-0.5986,0.00045642807923163,0.9995435719207684
-9.5409,3.0143,-0.7685,0.0004892295271704539,0.9995107704728295
-9.5481,2.6743,-1.6544,0.0004068918148291134,0.9995931081851709
-9.6845,2.4397,-1.5706,0.0004323296982016167,0.9995676703017984
-9.6989,2.5355,-1.4724,0.00043060472625877644,0.9995693952737412
-9.5768,2.6504,-0.9026,0.0005218772265984661,0.9994781227734015
-9.7468,2.4732,-0.9337,0.0005177382313046319,0.9994822617686954
-9.4571,2.5474,-1.1372,0.0005198122207438205,0.9994801877792562
-9.6606,1.8555,-3.3734,0.00029035281441469607,0.9997096471855853
