id,timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,AngX,AngY,AngZ,unsafe,safety_class
1042,2025-12-28T08:26:26.443316,-9.370906,3.031059,-1.991976,-0.063152,0.015988,-0.09939,-17.5566,162.076,56.68756,1,Class 2
1043,2025-12-28T08:26:34.044463,-10.34056,2.449268,-1.271321,-0.033841,0.00826,-0.123106,-13.22945,166.6745,62.56791,1,Class 2
1044,2025-12-28T08:26:41.152728,-9.088389,2.767697,-1.898602,0.052227,-0.002931,0.019985,-16.5991,163.0629,55.55042,1,Class 2
1045,2025-12-28T08:26:48.692426,-9.583989,2.209848,-1.596933,-0.019718,-0.024781,-0.022116,-12.81345,167.0158,54.14648,1,Class 2
1046,2025-12-28T08:26:55.827957,-8.839393,2.861071,-2.001553,0.03917,0.054358,0.090864,-17.51992,162.0646,55.02407,1,Class 2
1047,2025-12-28T08:27:03.068767,-10.29507,2.276886,-0.931344,-0.023182,0.003464,0.00826,-12.42181,167.5291,67.75333,1,Class 2
1048,2025-12-28T08:27:10.313319,-8.875306,2.870648,-1.134852,0.035173,0.025047,0.082337,-17.7878,162.0766,68.42966,1,Class 2
1049,2025-12-28T08:27:17.876173,-9.564836,2.090138,-0.229843,-0.02185,-0.077008,-0.015188,-12.32324,167.6733,83.72465,1,Class 2
1050,2025-12-28T08:27:25.959968,-10.21845,2.403779,-0.565032,-0.009326,-0.004796,0.170003,-13.21805,166.7625,76.77221,1,Class 2
1051,2025-12-28T08:27:33.598424,-9.617508,2.171541,-1.527501,0.152417,-0.346668,-0.031443,-12.57101,167.2765,54.87676,1,Class 2
1052,2025-12-28T08:27:41.542886,-9.212888,2.260126,-2.049437,-0.063685,0.033841,-0.023182,-13.46695,166.2163,47.7989,1,Class 2
1053,2025-12-28T08:27:49.370253,-9.775525,1.266533,0.756568,-0.001865,0.007994,0.029044,-7.360441,172.6178,120.8521,1,Class 2
1054,2025-12-28T08:27:56.330997,-9.933543,1.113304,-0.067038,-0.062086,0.067415,0.001599,-6.394606,173.6053,86.55409,1,Class 2
1055,2025-12-28T08:28:03.667126,-10.2807,2.051831,-0.251391,-0.235819,0.349865,-0.194518,-11.28355,168.7132,83.01491,1,Class 2
1056,2025-12-28T08:28:11.039069,-9.801862,1.546654,0.086191,0.020251,0.019985,0.007461,-8.966537,171.0331,93.18965,1,Class 2
1057,2025-12-28T08:28:18.167563,-9.718064,2.020706,0.337582,-0.012257,-0.00906,-0.010658,-11.73942,168.2537,99.48434,1,Class 2
1058,2025-12-28T08:28:25.918845,-9.662998,2.422932,-1.079785,0.006662,0.028511,0.020518,-13.99268,165.9237,65.97975,1,Class 2
1059,2025-12-28T08:28:33.630679,-10.08917,2.614468,-1.616086,-0.001865,0.039436,0.034907,-14.35259,165.4722,58.27847,1,Class 2
1060,2025-12-28T08:28:41.025282,-9.557653,2.731784,-1.47004,-0.135896,0.073544,-0.021583,-15.77497,164.0489,61.71421,1,Class 2
1061,2025-12-28T08:28:48.124112,-9.91439,2.008735,-0.344765,0.001599,0.072744,0.027712,-11.44681,168.5465,80.26105,1,Class 2
1062,2025-12-28T08:28:55.077103,-9.021352,2.286463,-0.430956,0.099657,0.096193,0.05649,-14.2066,165.7779,79.32601,1,Class 2
1063,2025-12-28T08:29:02.452349,-10.55604,1.881842,-1.173159,-0.092729,-0.176132,-0.170802,-10.04744,169.892,58.06019,1,Class 2
1064,2025-12-28T08:29:09.261557,-10.20888,1.855506,-1.015141,-0.22143,0.039969,0.062086,-10.25182,169.6987,61.31707,1,Class 2
1065,2025-12-28T08:29:19.156545,-9.196129,2.60968,-0.126893,0.118576,0.011724,0.019452,-15.84146,164.1571,87.21625,1,Class 2
1066,2025-12-28T08:29:26.787315,-9.928755,3.076549,-0.399832,-0.100989,-0.06475,-0.077807,-17.20313,162.7838,82.59528,1,Class 2
1067,2025-12-28T08:29:34.139633,-10.08677,1.735796,0.162806,0.062086,0.011191,-0.017054,-9.762942,170.2358,95.35827,1,Class 2
1068,2025-12-28T08:29:41.662124,-9.593566,1.070208,0.665588,0.046897,0.099923,0.069813,-6.350162,173.6347,121.8785,1,Class 2
1069,2025-12-28T08:29:48.969589,-9.94312,1.788469,0.785298,-0.086334,0.0,-0.027712,-10.16576,169.8032,113.7058,1,Class 2
1070,2025-12-28T08:29:56.123273,-10.04607,1.759738,0.486023,-0.126037,0.049828,0.040236,-9.924143,170.0645,105.4396,1,Class 2
1071,2025-12-28T08:30:03.43409,-10.25915,1.850718,0.447716,-0.008793,-0.044766,-0.084202,-10.21647,169.774,103.5994,1,Class 2
1072,2025-12-28T08:30:12.884383,-9.701305,2.679112,-0.80924,0.003464,-0.10392,-0.124438,-15.38712,164.562,73.19277,1,Class 2
1073,2025-12-28T08:30:19.594679,-9.770737,1.572991,0.92895,-0.061286,0.078873,0.065283,-9.105207,170.8544,120.5645,1,Class 2
1074,2025-12-28T08:30:27.843341,-9.607931,1.017536,1.422156,0.031176,0.032242,0.051694,-5.980738,173.9546,144.4167,1,Class 2
1075,2025-12-28T08:30:35.078004,-9.718064,2.23379,-0.062249,0.045832,0.102322,0.036239,-12.94487,167.0549,88.40375,1,Class 2
1076,2025-12-28T08:30:42.435945,-10.27831,1.381454,0.366313,-0.221697,-0.111914,-0.131899,-7.650156,172.345,104.851,1,Class 2
1077,2025-12-28T08:30:50.200659,-9.801862,2.245761,0.943315,-0.09113,0.019985,-0.000533,-12.84726,167.0954,112.7845,1,Class 2
1078,2025-12-28T08:30:57.309533,-9.464279,2.061408,1.290475,-0.122839,0.029044,0.016521,-12.17836,167.7124,122.0472,1,Class 2
1079,2025-12-28T08:31:05.55082,-9.938332,0.586579,2.231396,-1.408521,-0.16121,-0.048763,-3.295922,176.6222,165.2716,1,Class 2
1080,2025-12-28T08:31:12.473558,-9.868899,1.922544,-1.357512,0.001332,0.005596,-0.049828,-10.92328,168.9764,54.77401,1,Class 2
1081,2025-12-28T08:31:19.402583,-9.722853,1.855506,-1.517924,-0.028511,0.074609,0.036772,-10.67808,169.1956,50.71462,1,Class 2
1082,2025-12-28T08:31:26.883099,-9.43076,3.126827,-1.910573,0.049828,0.059688,0.066616,-18.00182,161.6567,58.57398,1,Class 2
1083,2025-12-28T08:31:36.988418,-10.06762,3.136404,-0.715866,-0.009859,0.005329,0.00453,-17.26259,162.6964,77.14281,1,Class 2
1084,2025-12-28T08:31:48.635181,-9.619903,1.49877,-1.151611,-0.041035,0.014655,-0.031975,-8.793633,171.1446,52.46239,1,Class 2
1085,2025-12-28T08:31:56.630392,-9.880871,1.072602,-1.56102,-0.029577,0.022916,0.006395,-6.120076,173.8046,34.4936,1,Class 2
1086,2025-12-28T08:32:03.475388,-9.552865,1.539472,-1.218649,0.006395,-0.015455,-0.018919,-9.082309,170.8453,51.6348,1,Class 2
1087,2025-12-28T08:32:10.680097,-9.581595,1.419762,-1.182736,-0.003198,-0.00373,-0.036239,-8.365939,171.5715,50.20393,1,Class 2
1088,2025-12-28T08:32:17.600877,-9.945514,1.651999,-1.525106,-0.027179,0.028245,0.027979,-9.323962,170.569,47.28716,1,Class 2
1089,2025-12-28T08:32:25.056592,-10.30943,1.283292,-1.276109,-0.021317,0.00373,0.001599,-7.042336,172.9045,45.16079,1,Class 2
1090,2025-12-28T08:32:32.114431,-9.564836,1.405396,-1.539472,0.058888,0.034107,0.050628,-8.25413,171.6411,42.39321,1,Class 2
1091,2025-12-28T08:32:41.269908,-9.844957,0.418985,-1.381454,0.009593,0.00906,-0.002665,-2.413329,177.5631,16.87218,1,Class 2
1092,2025-12-28T08:32:48.181512,-9.859323,1.125275,-1.613692,0.0,0.092196,0.058622,-6.426391,173.4888,34.88919,1,Class 2
1093,2025-12-28T08:32:55.458444,-9.77792,1.314417,-1.321599,0.000266,0.013856,0.010126,-7.588022,172.3438,44.84388,1,Class 2
1094,2025-12-28T08:33:03.658366,-9.691729,1.225831,-1.92015,-0.006395,0.032242,0.019452,-7.07258,172.7914,32.55432,1,Class 2
1095,2025-12-28T08:33:11.043193,-9.749189,2.384625,-0.416591,-0.010126,0.026646,0.031443,-13.73247,166.2555,80.0905,1,Class 2
1096,2025-12-28T08:33:24.023288,-9.576807,2.770091,-0.378284,0.023715,0.01732,-0.008527,-16.12059,163.8675,82.22379,1,Class 2
1097,2025-12-28T08:33:33.024088,-9.957485,2.006341,-1.09415,-0.069813,-0.09939,-0.037038,-11.32565,168.608,61.39433,1,Class 2
1098,2025-12-28T08:33:41.205477,-9.991004,2.035071,-0.909797,0.029577,0.031975,0.083403,-11.46692,168.4869,65.91255,1,Class 2
1099,2025-12-28T08:33:54.229678,-9.449914,1.872266,-1.127669,-0.010392,-0.031975,-0.076475,-11.12964,168.7934,58.93937,1,Class 2
1100,2025-12-28T08:34:08.047346,-9.91439,1.987187,-0.876278,-0.014922,0.013057,0.065816,-11.291,168.6661,66.20425,1,Class 2
1101,2025-12-28T08:34:22.283111,-10.11071,2.06859,-1.268927,-0.034374,0.055691,0.073277,-11.47519,168.4372,58.47397,1,Class 2
1102,2025-12-28T08:34:29.383985,-10.04128,2.152387,-0.78051,-0.002132,0.018119,0.029577,-12.06317,167.9015,70.06808,1,Class 2
1103,2025-12-28T08:34:36.574593,-9.91439,1.685518,-0.641646,0.037038,0.080738,0.045832,-9.628682,170.3516,69.15908,1,Class 2
1104,2025-12-28T08:34:43.731607,-10.26394,1.92015,-0.893037,-0.042101,-0.037038,-0.002665,-10.55727,169.4037,65.05746,1,Class 2
1105,2025-12-28T08:34:50.944784,-9.859323,1.958457,-0.715866,-0.001332,0.005862,0.012257,-11.20624,168.765,69.92134,1,Class 2
1106,2025-12-28T08:34:57.898473,-9.919178,1.975216,-0.816423,-0.006395,0.009326,0.0,-11.22506,168.7379,67.54307,1,Class 2
1107,2025-12-28T08:35:05.430196,-9.82341,1.628057,-0.70629,0.032508,-0.015988,-0.021583,-9.386433,170.5898,66.54767,1,Class 2
1108,2025-12-28T08:35:12.635812,-6.698977,3.833117,-6.083666,-0.480165,0.180928,-0.023449,-22.95694,150.2221,32.21367,1,Class 2
1109,2025-12-28T08:40:22.004213,-0.143652,0.026336,-0.062249,-0.00373,-0.021317,0.008527,-9.548813,169.6111,22.9321,1,Class 2
1110,2025-12-28T08:40:30.537447,-10.16099,1.683124,0.033519,-0.032508,-0.013856,0.110049,-9.405342,170.5946,91.14087,1,Class 2
1111,2025-12-28T08:40:42.012251,-9.713276,2.516306,0.203507,0.002132,0.106052,0.013856,-14.52062,165.4763,94.62376,1,Class 2
1112,2025-12-28T08:40:51.339695,-9.445126,1.953669,0.344765,-0.015988,-0.001066,0.01732,-11.67892,168.3135,100.008,1,Class 2
1113,2025-12-28T08:40:58.386963,-10.1179,2.154782,0.452504,-0.020518,-0.010126,-0.033574,-12.01086,167.9775,101.8598,1,Class 2
1114,2025-12-28T08:41:07.408977,-9.500193,2.020706,0.452504,-0.003997,0.007194,0.017587,-11.99475,167.9921,102.6222,1,Class 2
1115,2025-12-28T08:41:14.518899,-9.674969,2.389413,0.184354,-0.009859,0.034107,0.010925,-13.87024,166.1273,94.41187,1,Class 2
1116,2025-12-28T08:41:26.987188,-9.239224,1.927332,0.371101,-0.007994,-0.011458,-0.002132,-11.77388,168.2169,100.8987,1,Class 2
1117,2025-12-28T08:41:40.238966,-9.89763,1.616086,-0.253785,-0.00453,0.059688,-0.008527,-9.270434,170.7266,81.07533,1,Class 2
1118,2025-12-28T08:41:52.595275,-9.562442,2.468422,0.47884,-0.010658,0.003198,0.015188,-14.45685,165.5258,100.9782,1,Class 2
1119,2025-12-28T08:42:04.531354,-9.576807,2.322376,0.68953,0.051161,0.024781,-0.097792,-13.59721,166.3689,106.5365,1,Class 2
1120,2025-12-28T08:42:14.940006,-9.318233,3.368642,1.266533,0.000266,-0.049562,0.01279,-19.70839,160.1245,110.6051,1,Class 2
1121,2025-12-28T08:42:23.378418,-10.08677,1.403002,1.046266,-0.006129,-0.038904,0.054625,-7.876924,172.0813,126.7132,1,Class 2
1122,2025-12-28T08:42:31.037717,-9.406818,2.355895,0.969652,-0.021051,0.018386,0.017054,-13.98907,165.9397,112.3713,1,Class 2
1123,2025-12-28T08:42:40.409426,-9.548077,1.798046,-0.079009,-0.007194,0.041835,0.011191,-10.6644,169.3352,87.48396,1,Class 2
1124,2025-12-28T08:42:47.46522,-10.07241,1.819593,0.059855,0.000266,0.049562,0.014655,-10.23994,169.7599,91.88405,1,Class 2
1125,2025-12-28T08:42:54.707816,-9.651027,1.96564,0.859518,-0.007994,0.063418,0.03917,-11.46788,168.4879,113.6184,1,Class 2
1126,2025-12-28T08:43:01.930302,-9.91439,0.641646,-0.114922,-0.017587,0.036239,0.047963,-3.702694,176.2971,79.84573,1,Class 2
1127,2025-12-28T08:43:10.976448,-9.959879,0.926556,-0.457293,-0.016254,-0.029044,0.028778,-5.309302,174.6851,63.73181,1,Class 2
1128,2025-12-28T08:43:21.26181,-9.840169,1.225831,-0.153229,-0.026113,-0.037838,0.102055,-7.100142,172.899,82.87498,1,Class 2
1129,2025-12-28T08:43:28.447633,-8.793902,2.925714,0.344765,-0.190521,0.195317,0.092196,-18.38901,161.5978,96.72072,1,Class 2
1130,2025-12-28T08:43:36.147975,-9.720459,1.893813,-0.129287,-0.004263,0.00826,0.02185,-11.02374,168.9753,86.09459,1,Class 2
1131,2025-12-28T08:43:43.197928,-9.49301,3.272874,0.430956,-0.010126,-0.005596,0.015188,-19.00432,160.9775,97.50128,1,Class 2
1132,2025-12-28T08:43:50.357024,-9.605537,2.590526,-0.009577,0.021051,0.058622,-0.022383,-15.09306,164.9069,89.78819,1,Class 2
1133,2025-12-28T08:43:57.553753,-9.569624,1.893813,-0.490811,-0.005063,-0.014655,-0.019452,-11.17978,168.8059,75.47057,1,Class 2
1134,2025-12-28T08:44:05.812342,-9.952697,1.707066,0.136469,0.004796,0.013856,0.010925,-9.731654,170.2675,94.57072,1,Class 2
1135,2025-12-28T08:44:16.322921,-9.363723,1.960851,0.323217,-0.010392,-0.049296,0.048496,-11.82052,168.1726,99.36019,1,Class 2
1136,2025-12-28T08:44:27.647019,-9.909601,2.08535,-0.553061,-0.027979,0.026913,0.050361,-11.86583,168.1162,75.1464,1,Class 2
1137,2025-12-28T08:44:40.194827,-9.916783,1.678335,-0.914585,-0.034374,-0.001599,0.028245,-9.565984,170.3942,61.41245,1,Class 2
1138,2025-12-28T08:44:53.626102,-9.955091,1.84593,0.057461,-0.036239,-0.006129,0.02185,-10.50463,169.4952,91.78295,1,Class 2
1139,2025-12-28T08:45:00.66926,-9.888053,1.78368,0.3304,0.0,0.061286,-0.05649,-10.21989,169.7745,100.4942,1,Class 2
1140,2025-12-28T08:45:07.988375,-9.339781,1.982399,0.268151,-0.007994,-0.003997,0.037571,-11.97858,168.0166,97.7034,1,Class 2
1141,2025-12-28T08:45:14.854095,-9.998186,1.271321,-0.146046,0.007727,0.066882,-0.042101,-7.245802,172.7534,83.44672,1,Class 2
1142,2025-12-28T08:45:22.130729,-10.04368,0.787692,-0.545878,-0.014922,0.006662,0.024515,-4.477758,175.5157,55.27769,1,Class 2
1143,2025-12-28T08:45:32.016888,-9.991004,1.323994,-0.124498,0.0,0.03464,0.037305,-7.548193,172.4512,84.62813,1,Class 2
1144,2025-12-28T08:45:39.38232,-9.718064,1.338359,0.141258,0.00906,0.010392,0.003198,-7.840554,172.1586,96.02501,1,Class 2
1145,2025-12-28T08:45:47.326006,-9.923966,1.067814,0.076614,-0.017853,0.037571,0.016254,-6.141188,173.8586,94.10387,1,Class 2
1146,2025-12-28T08:45:54.840443,-9.672575,0.536301,0.105345,0.001332,0.045565,-0.006129,-3.173358,176.8264,101.113,1,Class 2
1147,2025-12-28T08:46:02.675143,-9.866506,0.754174,-0.181959,-0.014655,-0.005862,0.002931,-4.370321,175.6289,76.43549,1,Class 2
1148,2025-12-28T08:46:10.157249,-8.705317,3.071761,1.802834,0.196116,-0.285115,0.572894,-19.06149,160.5641,120.4089,1,Class 2
1149,2025-12-28T08:46:17.51474,-9.653421,1.790863,0.85473,-0.003198,0.005862,0.016787,-10.46975,169.4902,115.5139,1,Class 2
1150,2025-12-28T08:46:24.565217,-9.674969,1.745373,0.739808,-0.004796,-0.036505,0.007461,-10.19708,169.7738,112.9705,1,Class 2
1151,2025-12-28T08:46:31.388672,-9.67018,1.699883,0.452504,-0.018119,0.067948,-0.015455,-9.959262,170.0301,104.9063,1,Class 2
1152,2025-12-28T08:46:38.498354,-9.615114,2.035071,0.711078,-0.016787,-0.045832,0.070879,-11.91887,168.0495,109.26,1,Class 2
1153,2025-12-28T08:46:45.577771,-9.629479,2.667141,0.577003,-0.007461,0.000799,0.005329,-15.45509,164.5185,102.2071,1,Class 2
1154,2025-12-28T08:46:52.363032,-9.483433,2.626439,0.557849,-0.002665,0.002665,0.011458,-15.45465,164.5199,101.9913,1,Class 2
1155,2025-12-28T08:47:03.276354,-9.315839,2.631228,0.538695,-0.004796,0.011458,0.002398,-15.74716,164.2278,101.5704,1,Class 2
1156,2025-12-28T08:47:11.209275,-9.361329,2.348712,0.998382,-0.017054,-0.024781,0.000533,-14.00822,165.9155,113.0292,1,Class 2
1157,2025-12-28T08:47:19.94879,-9.504981,1.620875,0.830788,0.001332,-0.011991,0.042368,-9.641434,170.3225,117.1377,1,Class 2
1158,2025-12-28T08:47:33.674231,-9.64145,1.412579,0.414197,-0.003198,0.065017,-0.015721,-8.32759,171.6648,106.3422,1,Class 2
1159,2025-12-28T08:47:40.702622,-10.11311,1.742979,0.842759,-0.001865,-0.035173,0.028245,-9.745644,170.2212,115.8045,1,Class 2
1160,2025-12-28T08:47:47.605231,-9.516952,1.49877,0.37589,-0.001865,-0.016787,-0.019985,-8.94282,171.0503,104.0793,1,Class 2
1161,2025-12-28T08:47:54.475433,-9.5385,1.728614,0.402226,-0.009326,0.060487,0.017853,-10.26301,169.7281,103.0989,1,Class 2
1162,2025-12-28T08:48:01.521605,-9.89763,1.264138,0.356736,0.003997,0.041835,-0.006928,-7.273814,172.7215,105.7589,1,Class 2
