AccX,AccY,AccZ,anomaly probability,safe probability
8.6598,-1.7909,-3.4979,0.09683922878183127,0.9031607712181687
8.5617,-2.1332,-3.2681,0.09087461614220804,0.909125383857792
9.007,-2.1404,-3.0263,0.11141920738436328,0.8885807926156367
8.6479,-2.138,-2.7916,0.10746011719966064,0.8925398828003394
8.8705,-2.0423,-2.9353,0.11317486893144679,0.8868251310685532
8.7125,-1.9058,-3.1747,0.10473898010826066,0.8952610198917393
8.6191,-1.9776,-3.2657,0.09700016736303219,0.9029998326369678
8.7269,-2.1284,-2.6719,0.11431764190608429,0.8856823580939157
8.8825,-2.5379,-2.4373,0.11367095985837827,0.8863290401416217
8.7269,-2.5857,-2.569,0.10289613032389111,0.8971038696761089
8.6862,-2.5259,-3.1915,0.08575861549304153,0.9142413845069585
8.6167,-2.9161,-2.7438,0.08544749137879482,0.9145525086212052
8.5425,-2.9497,-2.7845,0.08165958215792246,0.9183404178420775
8.4084,-2.6408,-3.3734,0.0718895588389652,0.9281104411610348
8.4827,-2.6073,-3.2777,0.07655055488582763,0.9234494451141724
8.509,-2.6073,-3.2537,0.07774567952068323,0.9222543204793168
8.4898,-2.6264,-3.2274,0.07746074831558258,0.9225392516844174
8.4803,-2.6073,-3.3112,0.07571290880621584,0.9242870911937842
8.4683,-2.2194,-3.7062,0.07526973755577904,0.924730262444221
8.4683,-2.2146,-3.9169,0.07063072110421098,0.929369278895789
8.5641,-2.6576,-3.1699,0.07989611576615274,0.9201038842338473
8.2432,-2.5402,-3.1795,0.07482864070409301,0.925171359295907
8.3749,-2.5331,-3.3686,0.07367705025256122,0.9263229497474388
8.3606,-2.1596,-3.9744,0.06826069947742153,0.9317393005225785
8.3749,-2.3535,-3.4979,0.0748313017525214,0.9251686982474786
8.6622,-3.2848,-3.158,0.06810971362966034,0.9318902863703397
8.8059,-3.0909,-2.2673,0.09915478242639308,0.9008452175736069
8.7436,-2.9664,-2.2482,0.10160279254434468,0.8983972074556553
8.6766,-2.8683,-2.3008,0.1009514240853917,0.8990485759146083
8.5473,-2.8994,-2.399,0.09339335672682514,0.9066066432731749
8.5976,-2.7198,-2.5546,0.09551235692854143,0.9044876430714586
8.5808,-2.6624,-2.375,0.10204506531627211,0.8979549346837279
8.5641,-2.7677,-2.4995,0.09475902663810654,0.9052409733618935
8.6766,-2.4876,-2.7078,0.10016222233472016,0.8998377776652798
8.9783,-2.8802,-2.2817,0.11069288025979096,0.889307119740209
8.679,-2.8539,-2.2506,0.10300156551679784,0.8969984344832022
8.6215,-3.043,-2.15,0.09859177366329741,0.9014082263367026
8.7317,-3.0526,-2.0518,0.10464021838624649,0.8953597816137535
8.7269,-2.9592,-2.1859,0.10322825509381106,0.8967717449061889
8.6646,-2.7533,-2.6312,0.09428349797815061,0.9057165020218494
8.6957,-2.6815,-2.6169,0.09767329434455063,0.9023267056554494
8.7029,-2.6983,-2.5977,0.09795611145532634,0.9020438885446737
8.7293,-2.6504,-2.6767,0.09781817931943115,0.9021818206805688
8.6933,-2.3224,-2.9712,0.09774500043133261,0.9022549995686674
8.9447,-2.3104,-3.1149,0.1013211236493693,0.8986788763506307
8.8059,-2.4277,-2.8778,0.10074619978764421,0.8992538002123558
8.916,-2.7485,-2.5929,0.10300956351963375,0.8969904364803662
8.6622,-2.7629,-2.5426,0.0964895486099906,0.9035104513900094
8.5545,-2.7222,-2.6049,0.09279719874694048,0.9072028012530595
8.8825,-2.7797,-2.4205,0.10637521995525212,0.8936247800447479
8.6526,-2.5881,-2.5402,0.10147176719144757,0.8985282328085524
9.0549,-2.9257,-2.4828,0.10524355730120905,0.894756442698791
8.7029,-2.9664,-2.3631,0.09697721755648814,0.9030227824435119
8.8083,-3.2657,-1.6712,0.11251857835773371,0.8874814216422663
8.6287,-2.7222,-2.7749,0.09014491479742281,0.9098550852025772
8.5952,-2.8276,-2.7605,0.08679870430521752,0.9132012956947825
8.6191,-2.7869,-2.7198,0.08962173038693377,0.9103782696130662
8.5952,-2.387,-3.0885,0.08982062828081105,0.910179371719189
8.6,-2.3583,-3.0789,0.09100225506716697,0.908997744932833
8.5665,-2.3104,-3.1556,0.08929910711443223,0.9107008928855678
8.3031,-2.4086,-2.9808,0.08436323463951301,0.915636765360487
8.6359,-2.5067,-2.9928,0.090277373177434,0.909722626822566
8.7484,-2.66,-2.9449,0.09047207494721299,0.909527925052787
8.5928,-2.5139,-2.8371,0.09320488014668071,0.9067951198533193
8.6431,-2.2649,-2.5881,0.10984273980037929,0.8901572601996207
8.588,-2.545,-3.2489,0.0813348698882348,0.9186651301117652
8.5018,-2.6121,-3.2657,0.07719766161834152,0.9228023383816585
8.6263,-2.4828,-3.2848,0.08295859237843117,0.9170414076215688
8.7005,-2.4086,-2.9377,0.096420673087239,0.903579326912761
8.6359,-2.3798,-3.0335,0.09266600539603498,0.907333994603965
8.5305,-2.411,-3.0023,0.08975409662328881,0.9102459033767112
8.6,-2.4301,-2.9616,0.09226622372630289,0.9077337762736971
8.6814,-2.4205,-2.9185,0.09607888695549283,0.9039211130445072
8.7053,-2.4205,-2.2673,0.11747745352391126,0.8825225464760887
6.9599,-2.0662,-2.8994,0.06351025122595855,0.9364897487740415
9.0668,-2.9712,-3.5578,0.07517612478790192,0.9248238752120981
0.1484,-0.0287,-0.0144,0.03487114044176487,0.9651288595582351
8.7197,-3.4285,1.8507,0.09926039934404995,0.90073960065595
8.7724,-3.237,0.6656,0.1507110181948158,0.8492889818051842
8.6072,-3.7445,-0.4645,0.13128628262844733,0.8687137173715527
8.9184,-3.1268,-1.0104,0.14654426266762344,0.8534557373323766
8.0541,-3.814,-2.8706,0.05219318572438292,0.9478068142756171
7.7021,-4.027,-3.2202,0.03901303807764456,0.9609869619223554
7.8578,-4.525,-2.6552,0.04189338961446765,0.9581066103855324
8.0278,-3.9816,0.4357,0.10444342547703067,0.8955565745229693
8.327,-4.288,0.4094,0.10504041628427352,0.8949595837157265
7.7692,-5.4253,0.644,0.058103693644705245,0.9418963063552948
8.6335,-3.9576,0.644,0.11833080979617416,0.8816691902038258
8.6957,-3.9073,-0.0215,0.14594964304495506,0.8540503569550449
8.5832,-3.9863,0.2274,0.13058473948662253,0.8694152605133775
8.8992,-3.3806,-0.5602,0.15408761604557986,0.8459123839544201
9.1458,-2.715,-0.7566,0.18781148107547663,0.8121885189245234
8.6287,-3.3854,-1.0175,0.1248706105852263,0.8751293894147737
8.5808,-4.118,-1.3575,0.08943173654442338,0.9105682634555766
8.8657,-3.6392,-0.7781,0.13320732647069033,0.8667926735293097
8.2791,-3.8355,-1.2043,0.09313648859738977,0.9068635114026102
8.6479,-3.9672,-0.8164,0.11228680582352402,0.887713194176476
8.3318,-4.7405,-0.3208,0.09401868599941055,0.9059813140005895
7.9535,-4.7812,-0.4453,0.07968082008683064,0.9203191799131694
7.8961,-5.2337,-0.656,0.063751308644041,0.936248691355959
8.5329,-3.9385,-0.7973,0.11007343083698196,0.889926569163018
8.0996,-4.5538,-2.4301,0.04816354272137213,0.9518364572786279
7.8195,-4.3742,-2.8323,0.04103781651778349,0.9589621834822165
7.7309,-3.7804,-3.7469,0.0359912729221763,0.9640087270778237
7.6878,-3.9337,-3.9337,0.03181280034575007,0.9681871996542499
7.6279,-4.1252,-3.9145,0.02951330320275558,0.9704866967972444
7.7428,-4.027,-3.8164,0.03263396922558803,0.967366030774412
6.6726,-4.5466,-4.5777,0.015173385282420626,0.9848266147175794
6.9671,-4.7836,-4.1659,0.017697265490472347,0.9823027345095277
7.0198,-4.7669,-4.4245,0.016633615591937767,0.9833663844080622
6.9168,-4.6615,-4.3838,0.01687025610734816,0.9831297438926518
7.4053,-4.8147,-3.201,0.027675127826262802,0.9723248721737372
7.3215,-4.4245,-3.4788,0.0279328232346715,0.9720671767653285
7.5106,-4.3958,-3.4692,0.03006631154317385,0.9699336884568261
7.118,-4.8076,-3.3758,0.023873534073875713,0.9761264659261243
6.5314,-6.098,-3.0598,0.014327337573189936,0.9856726624268101
7.1347,-5.1619,-3.5314,0.02032793725456916,0.9796720627454308
7.0078,-4.9943,-3.3399,0.02192793966076101,0.978072060339239
6.4476,-5.9664,-3.1651,0.014059167490029223,0.9859408325099708
7.0126,-5.126,-3.3782,0.020777506664197865,0.9792224933358021
7.1443,-5.205,-3.0263,0.023706332411651876,0.9762936675883481
7.1587,-5.2361,-2.9353,0.024286356428863454,0.9757136435711365
7.1898,-5.1978,-2.794,0.026007440324661624,0.9739925596753384
7.5968,-4.7262,-2.8802,0.03360532897758195,0.966394671022418
7.6734,-4.6184,-2.8108,0.03646388704352077,0.9635361129564792
7.5178,-4.8746,-2.8419,0.031617361751026585,0.9683826382489734
7.3765,-4.6519,-2.8108,0.03278592617435827,0.9672140738256417
6.7708,-5.7365,-3.0909,0.017272422936009613,0.9827275770639904
6.8211,-5.5976,-2.9066,0.019517746590824614,0.9804822534091754
7.4843,-5.047,-3.2657,0.025785469705565944,0.9742145302944341
7.1754,-5.3247,-2.5307,0.027057675980969198,0.9729423240190308
6.8354,-4.7477,-3.1292,0.024059918016417603,0.9759400819835824
6.1052,-4.9799,-4.3527,0.011756918090933266,0.9882430819090667
5.9807,-5.2577,-4.7166,0.009131183396169695,0.9908688166038303
5.8993,-5.3175,-4.7693,0.008564568144267759,0.9914354318557322
6.6487,-4.719,-4.6064,0.01409249588118433,0.9859075041188157
6.5673,-4.7693,-4.5849,0.013591133067949901,0.9864088669320501
6.8307,-4.1348,-4.7309,0.01739507489698766,0.9826049251030123
7.2736,-3.9983,-4.7836,0.02066457381355513,0.9793354261864449
6.4093,-4.7094,-4.7357,0.012522586381598644,0.9874774136184014
5.9999,-4.7573,-4.5801,0.011338065869743619,0.9886619341302564
6.0142,-4.5897,-4.7645,0.01132873033022741,0.9886712696697726
6.4763,-4.6304,-4.9057,0.012424042501734678,0.9875759574982653
6.2656,-4.6088,-5.0494,0.011134019626008018,0.988865980373992
6.0885,-4.5131,-5.6599,0.008861073470880942,0.9911389265291191
8.77,-0.9816,2.1548,0.1862708427880828,0.8137291572119172
9.4475,-0.486,2.0901,0.2569606322801322,0.7430393677198678
9.3733,-0.3472,1.5562,0.29685357616514974,0.7031464238348503
9.1818,-1.075,1.573,0.23606795240879874,0.7639320475912013
9.8904,-1.6568,-0.3519,0.31242542153087405,0.687574578469126
9.2991,-1.7358,-0.2059,0.2883893440919796,0.7116106559080204
9.3757,-1.2091,-0.4621,0.31270146188186076,0.6872985381181392
9.244,-1.6688,-0.5219,0.26804063776574616,0.7319593622342538
9.2943,-2.2051,0.0072,0.27059113182852046,0.7294088681714795
9.2632,-2.4421,0.0862,0.24836983724661332,0.7516301627533867
9.2368,-2.6001,-0.2203,0.22848486553202807,0.7715151344679719
9.2919,-2.3248,-0.103,0.25584968223061166,0.7441503177693883
9.1099,-2.7581,-0.6129,0.19112460331436565,0.8088753966856344
9.0285,-2.9951,-0.5052,0.18050162998078068,0.8194983700192193
9.0644,-2.9664,-0.4381,0.18708665362363186,0.8129133463763681
9.2895,-2.3655,-0.5435,0.22638225174914117,0.7736177482508588
9.6103,-2.0039,-0.5483,0.26835469965801284,0.7316453003419872
9.0597,-2.4995,-0.1939,0.22555443094271188,0.7744455690572881
9.3805,-2.5977,0.0934,0.24554932679064312,0.7544506732093569
8.9376,-3.395,-0.51,0.15734025883593894,0.8426597411640611
9.0956,-2.9616,-0.6225,0.17967968436285753,0.8203203156371425
9.2632,-2.3774,-0.3543,0.2353185568117222,0.7646814431882778
9.2943,-2.4014,-0.5028,0.22694323875934197,0.773056761240658
8.9926,-2.6935,-1.5467,0.1453493707372734,0.8546506292627266
